step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
185,CASH_IN,167382.9,C2126793624,9674.0,177056.9,C140729758,0.0,0.0,0,0
140,CASH_OUT,115356.03,C775326274,0.0,0.0,C207984053,1663339.37,1778695.4,0,0
352,TRANSFER,126324.39,C1754881402,0.0,0.0,C2075162639,494240.36,620564.75,0,0
552,CASH_OUT,45116.24,C172426650,45116.24,0.0,C209901373,0.0,45116.24,1,0
402,CASH_OUT,473839.08,C307213904,0.0,0.0,C2018401601,1399589.62,2191942.82,0,0
212,PAYMENT,938.21,C260916696,0.0,0.0,M1050457844,0.0,0.0,0,0
631,CASH_OUT,341.3,C667213533,341.3,0.0,C1882416081,135440.48,135781.78,1,0
155,CASH_OUT,296103.91,C1740161223,30838.04,0.0,C426043479,366702.02,406946.49,0,0
301,CASH_OUT,86730.42,C1240203065,0.0,0.0,C1307747106,1603243.55,1689973.97,0,0
282,PAYMENT,2650.05,C2131301440,102.0,0.0,M1010762850,0.0,0.0,0,0
153,CASH_IN,298820.18,C1063797344,863920.78,1162740.96,C165768183,2641342.86,2342522.68,0,0
284,CASH_IN,85692.99,C506610579,11319055.98,11404748.97,C1150440369,2420496.49,2334803.5,0,0
546,PAYMENT,19434.67,C534856052,0.0,0.0,M263188977,0.0,0.0,0,0
544,PAYMENT,14364.88,C1212131499,49995.0,35630.12,M409410547,0.0,0.0,0,0
251,CASH_OUT,345425.57,C1514359401,345425.57,0.0,C648222182,208488.9,553914.47,1,0
253,PAYMENT,2598.16,C151226734,0.0,0.0,M1201817408,0.0,0.0,0,0
281,CASH_OUT,274512.84,C996014386,0.0,0.0,C1846495609,1317961.98,1592474.83,0,0
184,TRANSFER,593866.33,C132980564,0.0,0.0,C719762052,2436352.97,2768576.57,0,0
522,CASH_OUT,94996.43,C505788125,0.0,0.0,C2090555249,639096.38,734092.81,0,0
212,PAYMENT,3319.76,C49869915,0.0,0.0,M1057972197,0.0,0.0,0,0
181,PAYMENT,37103.26,C929508497,261526.88,224423.62,M38175834,0.0,0.0,0,0
349,CASH_IN,229119.51,C2122432537,5873031.55,6102151.06,C548614406,1512443.69,1283324.18,0,0
331,CASH_OUT,50242.35,C1400737361,0.0,0.0,C1387963488,880839.91,931082.26,0,0
518,PAYMENT,20135.29,C1355852040,124014.13,103878.85,M1324519359,0.0,0.0,0,0
21,PAYMENT,1339.42,C237350192,0.0,0.0,M385252771,0.0,0.0,0,0
526,CASH_IN,151738.05,C1558703148,2415.0,154153.05,C106048927,0.0,0.0,0,0
68,CASH_OUT,157494.6,C961780738,157494.6,0.0,C1786351253,509029.31,666523.92,1,0
709,CASH_OUT,87541.41,C491289068,87541.41,0.0,C452558889,0.0,87541.41,1,0
15,TRANSFER,59385.67,C1275373422,59385.67,0.0,C1704707395,0.0,0.0,1,0
253,CASH_OUT,119634.17,C1725698076,25979.0,0.0,C145507929,202962.21,322596.37,0,0
407,CASH_OUT,312955.14,C2134322170,312955.14,0.0,C2083154872,18559.06,331514.2,1,0
309,CASH_OUT,148155.33,C543028142,11213.0,0.0,C193425952,0.0,148155.33,0,0
33,CASH_IN,102134.42,C288375316,4713374.47,4815508.89,C418964192,1005316.68,903182.27,0,0
231,PAYMENT,17976.86,C1637857325,111147.0,93170.14,M1042158159,0.0,0.0,0,0
273,PAYMENT,9732.83,C1986208838,81649.0,71916.17,M105237846,0.0,0.0,0,0
355,CASH_OUT,42483.97,C1595793252,42483.97,0.0,C636454309,51495.75,93979.72,1,0
20,PAYMENT,1647.13,C199313027,0.0,0.0,M1373028500,0.0,0.0,0,0
211,PAYMENT,5632.61,C204274618,0.0,0.0,M297980610,0.0,0.0,0,0
258,CASH_IN,319191.29,C832042719,27958.0,347149.29,C631849314,89294.38,0.0,0,0
396,PAYMENT,33903.59,C1692091342,34351.0,447.41,M1994686726,0.0,0.0,0,0
469,TRANSFER,2132805.47,C31550869,5049.0,0.0,C935871689,0.0,2132805.47,0,0
399,CASH_IN,218666.32,C1733335197,383.0,219049.32,C243205504,836926.57,618260.25,0,0
351,PAYMENT,10321.05,C1841209030,0.0,0.0,M1403634048,0.0,0.0,0,0
252,CASH_OUT,352532.06,C1551626836,0.0,0.0,C1980355069,3253497.76,3606029.82,0,0
396,CASH_IN,32799.42,C438477983,1819255.11,1852054.54,C1381016860,1631867.8,1599068.38,0,0
398,PAYMENT,16089.7,C382021706,0.0,0.0,M1237304378,0.0,0.0,0,0
208,CASH_OUT,226944.87,C525394611,70073.0,0.0,C742375558,1104614.54,1331559.41,0,0
249,CASH_IN,188227.21,C1798935942,1548833.18,1737060.39,C1008159662,1819121.0,1630893.79,0,0
347,TRANSFER,231982.43,C257640622,0.0,0.0,C640303636,515521.36,747503.79,0,0
38,CASH_OUT,90204.54,C1295812229,90204.54,0.0,C1254182177,0.0,90204.54,1,0
229,CASH_OUT,26680.0,C903110810,0.0,0.0,C1151263496,36430.37,366587.65,0,0
137,PAYMENT,3933.89,C59909559,0.0,0.0,M1002845555,0.0,0.0,0,0
279,CASH_IN,183338.43,C1982489294,172.0,183510.43,C1234226365,151944.37,0.0,0,0
18,CASH_OUT,19358.73,C1170457575,0.0,0.0,C1422727866,537629.53,556988.26,0,0
327,CASH_IN,278503.42,C386685028,16308731.38,16587234.8,C1930313894,1045967.22,767463.8,0,0
52,TRANSFER,7484125.12,C1486116303,7484125.12,0.0,C398541118,0.0,0.0,1,0
181,PAYMENT,41892.66,C442464470,235869.0,193976.34,M1635644588,0.0,0.0,0,0
393,CASH_IN,145888.36,C318697283,152664.64,298553.0,C1277191303,392215.52,246327.16,0,0
247,CASH_OUT,802421.39,C369107118,802421.39,0.0,C463164064,11846261.68,12648683.06,1,0
228,CASH_IN,386668.76,C401400518,15611.0,402279.76,C2072424527,404204.08,17535.32,0,0
448,TRANSFER,14133.69,C1634310470,14133.69,0.0,C826378920,0.0,0.0,1,0
239,PAYMENT,2912.8,C747629765,0.0,0.0,M1841526317,0.0,0.0,0,0
376,CASH_OUT,366143.24,C1614593352,0.0,0.0,C391730389,574762.0,1275020.3,0,0
132,CASH_IN,397123.15,C845778949,12345.0,409468.15,C425214061,197431.41,0.0,0,0
317,TRANSFER,487276.8,C1002859898,487276.8,0.0,C647242478,0.0,0.0,1,0
403,CASH_OUT,132552.28,C890674813,0.0,0.0,C1938007896,229276.28,361828.56,0,0
348,CASH_IN,308847.04,C1635771654,3883447.77,4192294.81,C1770651959,682858.3,374011.25,0,0
288,CASH_OUT,383239.32,C314750069,0.0,0.0,C900708076,10228190.49,10611429.81,0,0
154,CASH_OUT,127245.97,C1671915214,2612.84,0.0,C943180694,656821.66,784067.63,0,0
324,PAYMENT,14991.0,C1386099428,0.0,0.0,M822682277,0.0,0.0,0,0
329,PAYMENT,37242.58,C1914150033,0.0,0.0,M98863625,0.0,0.0,0,0
42,CASH_OUT,37520.02,C86092811,1495.0,0.0,C790657653,134160.54,171680.56,0,0
274,PAYMENT,3670.01,C2114194447,67.0,0.0,M2038350496,0.0,0.0,0,0
346,TRANSFER,516355.22,C1361333152,516355.22,0.0,C46072537,0.0,0.0,1,0
396,CASH_OUT,112484.78,C1573514665,2228.0,0.0,C417416016,372615.48,485100.25,0,0
355,CASH_OUT,3592596.97,C1645091760,3592596.97,0.0,C504240309,1512703.69,5105300.66,1,0
9,CASH_OUT,98181.93,C760539036,0.0,0.0,C1766389376,154102.3,160246.04,0,0
205,CASH_IN,439703.73,C771769555,211668.0,651371.73,C955388410,1682425.79,1242722.06,0,0
402,CASH_IN,289548.54,C996123637,2236539.42,2526087.96,C1604742889,314379.24,24830.69,0,0
46,CASH_OUT,71372.0,C313736303,71372.0,0.0,C935310781,613464.04,684836.04,1,0
154,CASH_OUT,1581441.8,C1521962059,1581441.8,0.0,C1036969884,3429635.45,5011077.25,1,0
155,PAYMENT,31106.29,C2133010852,10731.0,0.0,M1897351510,0.0,0.0,0,0
43,PAYMENT,7846.94,C89626045,0.0,0.0,M861300222,0.0,0.0,0,0
680,TRANSFER,272716.64,C1539029017,272716.64,0.0,C546068796,0.0,0.0,1,0
520,CASH_IN,11497.77,C1161517125,1674033.72,1685531.49,C417889743,276693.57,265195.79,0,0
259,TRANSFER,868858.9,C676989090,0.0,0.0,C1679714664,1497701.23,2366560.13,0,0
598,PAYMENT,7510.35,C1241032637,31334.0,23823.65,M404484934,0.0,0.0,0,0
605,CASH_OUT,269692.53,C165949141,269692.53,0.0,C895796754,2248741.77,2518434.3,1,0
178,CASH_IN,313523.68,C1357526537,314408.0,627931.68,C731099148,67722.7,0.0,0,0
230,CASH_OUT,98793.8,C284199810,0.0,0.0,C941962939,235592.97,334386.77,0,0
187,TRANSFER,956747.09,C1366575566,20373.0,0.0,C1611053041,0.0,956747.09,0,0
303,PAYMENT,21046.75,C157282474,30387.0,9340.25,M1442585744,0.0,0.0,0,0
382,TRANSFER,694074.0,C295361649,0.0,0.0,C2068195323,825993.76,1520067.76,0,0
208,CASH_OUT,246402.71,C1927784651,246402.71,0.0,C874576381,51433.96,297836.67,1,0
250,CASH_IN,233930.51,C1595919946,10187.0,244117.51,C1780291445,0.0,0.0,0,0
227,CASH_OUT,44691.42,C503425866,0.0,0.0,C798090074,251171.77,295863.19,0,0
17,CASH_IN,154028.05,C1053008813,3397462.66,3551490.72,C185217866,155376.06,1348.0,0,0
183,CASH_OUT,68367.02,C1084537318,20621.0,0.0,C1239868450,287780.72,356147.74,0,0
141,CASH_OUT,177155.51,C541307255,0.0,0.0,C781601746,823933.55,1001089.06,0,0
457,TRANSFER,1017016.67,C870245711,1017016.67,0.0,C143653184,0.0,0.0,1,0
710,CASH_OUT,1371322.0,C1853601480,1371322.0,0.0,C1980684210,4122709.36,5494031.36,1,0
212,CASH_IN,442877.47,C1195741029,615362.51,1058239.98,C914134228,1335260.76,892383.29,0,0
279,TRANSFER,224698.59,C236741841,110939.69,0.0,C1671103568,2293992.34,2518690.93,0,0
349,CASH_OUT,240681.56,C1693689529,52766.0,0.0,C644306644,101932.55,342614.11,0,0
440,CASH_OUT,1912961.16,C1229304317,1912961.16,0.0,C1540888387,225745.59,2138706.75,1,0
161,PAYMENT,20832.63,C1577601337,101061.0,80228.37,M205958585,0.0,0.0,0,0
233,CASH_OUT,122090.79,C1011665365,122090.79,0.0,C1882225131,0.0,122090.79,1,0
33,CASH_OUT,6648389.9,C1612816859,6648389.9,0.0,C836514715,2609209.55,9257599.45,1,0
275,PAYMENT,2553.96,C845320573,359220.0,356666.04,M150975814,0.0,0.0,0,0
43,CASH_OUT,440951.81,C1351514329,101129.0,0.0,C1071865192,0.0,565255.11,0,0
229,CASH_OUT,40449.91,C64703244,0.0,0.0,C2046067172,3027081.91,3067531.82,0,0
163,PAYMENT,2442.96,C923060516,1535.0,0.0,M1672766986,0.0,0.0,0,0
403,CASH_IN,63521.17,C1844747924,1006.0,64527.17,C231581036,902987.04,839465.87,0,0
140,PAYMENT,9930.65,C1202582473,0.0,0.0,M258273288,0.0,0.0,0,0
251,CASH_OUT,346286.57,C1288127759,23863.0,0.0,C295155070,303159.75,649446.31,0,0
550,CASH_IN,204373.04,C1575808606,1521956.59,1726329.63,C583506611,414677.33,210304.29,0,0
374,CASH_OUT,35928.87,C1036019412,0.0,0.0,C84326191,483144.02,519072.89,0,0
138,CASH_OUT,194716.2,C728011840,42225.0,0.0,C699737762,287072.29,481788.49,0,0
251,TRANSFER,149350.35,C1962863386,0.0,0.0,C487018190,1514025.88,1663376.23,0,0
274,TRANSFER,405393.22,C353382709,0.0,0.0,C31813215,548435.38,953828.61,0,0
276,CASH_OUT,102147.74,C1299220001,0.0,0.0,C1077208061,465067.7,567215.45,0,0
180,CASH_OUT,45765.95,C1002705916,0.0,0.0,C726185946,602905.72,942356.31,0,0
522,TRANSFER,2942278.45,C1461533248,10404.0,0.0,C186969040,156201.09,3098479.55,0,0
11,TRANSFER,313418.28,C711446907,313418.28,0.0,C888769567,0.0,97980.88,1,0
17,CASH_IN,74500.49,C1469602415,10060.0,84560.49,C1353166947,198622.85,105921.26,0,0
350,CASH_OUT,33150.05,C1641332070,99177.0,66026.95,C1407272150,14902.46,48052.51,0,0
153,CASH_IN,192162.97,C76039776,849499.62,1041662.59,C2091358494,7036195.63,6844032.66,0,0
37,PAYMENT,824.14,C1674044331,0.0,0.0,M1437913894,0.0,0.0,0,0
42,PAYMENT,7452.63,C1749933160,0.0,0.0,M2026173134,0.0,0.0,0,0
262,PAYMENT,3249.13,C1554507711,15279.0,12029.87,M1722404386,0.0,0.0,0,0
380,CASH_IN,158649.6,C2057340019,20457.0,179106.6,C1122896488,0.0,0.0,0,0
553,CASH_OUT,254528.76,C1619730527,254528.76,0.0,C307774634,380985.06,635513.82,1,0
156,TRANSFER,254167.15,C514076656,254167.15,0.0,C1340029873,0.0,0.0,1,0
205,CASH_IN,41488.44,C1046617853,10355749.4,10397237.84,C1235132357,753687.09,712198.65,0,0
379,CASH_OUT,61536.75,C1939693076,0.0,0.0,C1234677161,1734032.32,1917384.03,0,0
136,PAYMENT,29336.45,C957747872,0.0,0.0,M1722328247,0.0,0.0,0,0
126,TRANSFER,5245375.3,C823324093,5245375.3,0.0,C1906616566,0.0,0.0,1,0
255,PAYMENT,2784.1,C1937177246,0.0,0.0,M636285923,0.0,0.0,0,0
345,PAYMENT,41644.74,C49374414,20505.0,0.0,M175389349,0.0,0.0,0,0
378,CASH_OUT,343819.61,C313455237,301530.0,0.0,C1107272498,575169.0,918988.6,0,0
181,PAYMENT,19916.87,C794910480,0.0,0.0,M1790294306,0.0,0.0,0,0
211,CASH_IN,195657.04,C1123891502,17045.0,212702.04,C1696262776,306000.76,110343.73,0,0
257,CASH_IN,152960.75,C618056233,22099.0,175059.75,C1797641452,190716.86,37756.11,0,0
326,CASH_OUT,67117.38,C2144536622,0.0,0.0,C1874378693,86632.22,153749.6,0,0
249,CASH_OUT,369448.2,C2020495090,369448.2,0.0,C650699445,0.0,369448.2,1,0
238,TRANSFER,65091.34,C1422056911,65091.34,0.0,C1667849082,0.0,0.0,1,0
213,PAYMENT,1550.48,C861654123,29257.0,27706.52,M1499834416,0.0,0.0,0,0
292,CASH_OUT,21859.86,C147918095,21859.86,0.0,C1273645677,0.0,21859.86,1,0
157,PAYMENT,15862.45,C1274889736,16854.0,991.55,M755996883,0.0,0.0,0,0
8,PAYMENT,7939.2,C782713144,0.0,0.0,M458969898,0.0,0.0,0,0
354,PAYMENT,9775.14,C1815462188,256580.18,246805.04,M1745214886,0.0,0.0,0,0
184,PAYMENT,13751.83,C1122915336,0.0,0.0,M1338133145,0.0,0.0,0,0
303,TRANSFER,12602020.1,C367303293,0.0,0.0,C294377943,14192127.0,26794147.1,0,0
307,CASH_OUT,97517.59,C893947257,0.0,0.0,C371143464,282264.99,379782.58,0,0
333,PAYMENT,20382.82,C1737550434,0.0,0.0,M162455652,0.0,0.0,0,0
142,PAYMENT,5279.25,C292079325,276337.0,271057.75,M351245506,0.0,0.0,0,0
612,CASH_OUT,118756.45,C2119709483,0.0,0.0,C1382364774,1288009.42,1406765.86,0,0
12,CASH_OUT,149668.66,C227115333,0.0,0.0,C460735540,44170.11,193838.76,1,0
551,TRANSFER,3227.06,C363141515,3227.06,0.0,C857107137,0.0,0.0,1,0
349,CASH_IN,464602.58,C1906560531,3806517.6,4271120.19,C655908281,1061331.13,596728.55,0,0
550,TRANSFER,312373.76,C1837376093,0.0,0.0,C129225347,1605795.38,1918169.14,0,0
526,CASH_OUT,200008.33,C1319949415,200008.33,0.0,C1382326459,2959887.83,3159896.16,1,0
38,PAYMENT,10261.28,C1362182783,5113.22,0.0,M1479699514,0.0,0.0,0,0
33,CASH_IN,70950.43,C1596920305,2466808.44,2537758.86,C422007654,4399540.13,4328589.7,0,0
280,PAYMENT,59573.95,C199495852,0.0,0.0,M692384665,0.0,0.0,0,0
371,CASH_OUT,59061.61,C188478207,0.0,0.0,C733796310,1050461.39,1109522.99,0,0
232,PAYMENT,16541.24,C17937085,0.0,0.0,M628276360,0.0,0.0,0,0
238,PAYMENT,10527.02,C543389260,218718.0,208190.98,M1290036664,0.0,0.0,0,0
235,PAYMENT,42373.93,C1583967119,319061.96,276688.03,M833556935,0.0,0.0,0,0
155,CASH_OUT,286108.26,C1289434387,0.0,0.0,C1652883976,404661.92,690770.18,0,0
186,TRANSFER,533082.77,C1602541629,0.0,0.0,C347983806,1630349.62,2163432.39,0,0
285,TRANSFER,752639.78,C1934555881,752639.78,0.0,C13171795,0.0,0.0,1,0
302,PAYMENT,20996.31,C1834684921,0.0,0.0,M1846364322,0.0,0.0,0,0
346,PAYMENT,14727.51,C1881069583,0.0,0.0,M1383189246,0.0,0.0,0,0
212,CASH_OUT,106522.69,C1563500303,351467.37,244944.69,C1780565276,2577707.94,2684230.62,0,0
596,TRANSFER,1397963.44,C81719359,0.0,0.0,C1126175456,7812612.0,9210575.44,0,0
11,CASH_OUT,372801.17,C816020674,1149.0,0.0,C1351487606,0.0,372801.17,0,0
307,PAYMENT,19624.21,C306808011,0.0,0.0,M1131418732,0.0,0.0,0,0
156,CASH_OUT,234071.38,C1161159711,12405.0,0.0,C1303287791,1141480.21,1375551.59,0,0
96,PAYMENT,6101.12,C1620747831,132638.0,126536.88,M541380399,0.0,0.0,0,0
352,CASH_IN,83704.57,C2105738507,3074682.9,3158387.47,C2102211257,128852.64,45148.07,0,0
370,TRANSFER,1346149.17,C779542714,18576.0,0.0,C1622709226,39308.74,1385457.91,0,0
12,CASH_OUT,215064.61,C152301892,398157.0,183092.39,C479026560,43694.0,0.0,0,0
306,PAYMENT,19652.56,C469202629,359022.0,339369.44,M200549901,0.0,0.0,0,0
159,CASH_OUT,170757.61,C1990309967,19420.0,0.0,C1840512440,1897400.61,2068158.22,0,0
252,PAYMENT,38420.74,C1026770442,27187.0,0.0,M269311734,0.0,0.0,0,0
550,TRANSFER,1613281.82,C1356014393,1613281.82,0.0,C855243703,0.0,0.0,1,0
154,CASH_OUT,148414.15,C1535783313,3018.0,0.0,C1308018080,0.0,148414.15,0,0
256,CASH_IN,61065.05,C1947982645,111.0,61176.05,C1968545150,25156.0,0.0,0,0
130,CASH_OUT,1501.64,C1423240924,0.0,0.0,C1571545819,593105.59,594607.23,0,0
37,CASH_OUT,56947.66,C2087693977,17744.0,0.0,C641224815,0.0,56947.66,0,0
530,TRANSFER,387773.97,C1894511289,387773.97,0.0,C780914963,0.0,0.0,1,0
132,CASH_OUT,1400472.01,C1716241276,1400472.01,0.0,C553804968,1049307.17,2449779.18,1,0
159,CASH_OUT,32703.98,C528223181,9220.0,0.0,C1840338252,0.0,32703.98,0,0
10,PAYMENT,6714.78,C1297453233,0.0,0.0,M1894829701,0.0,0.0,0,0
179,CASH_OUT,257915.21,C668799417,0.0,0.0,C1777474044,1108599.1,1366514.31,0,0
18,CASH_OUT,72886.45,C545704132,0.0,0.0,C864720254,13004254.38,13077140.83,0,0
212,CASH_OUT,296699.39,C724206684,296699.39,0.0,C1519890432,162636.95,459336.34,1,0
105,TRANSFER,1457085.28,C1648040674,1457085.28,0.0,C1031027989,0.0,0.0,1,0
303,CASH_IN,127536.11,C2093557972,884414.8,1011950.91,C32386887,283022.76,155486.64,0,0
281,CASH_IN,32757.61,C1419114293,669.0,33426.61,C866254567,1359550.87,1326793.26,0,0
15,CASH_OUT,27661.54,C329361537,20178.0,0.0,C521882515,25564.0,0.0,0,0
39,CASH_OUT,2730.91,C1487535896,42733.0,40002.09,C770001516,1806922.67,1809653.57,0,0
48,CASH_OUT,1215297.01,C274359236,1215297.01,0.0,C1653022223,2497294.92,3712591.93,1,0
485,CASH_OUT,471906.6,C437383157,471906.6,0.0,C943161690,5930.71,477837.3,1,0
278,CASH_OUT,1295.13,C203316030,1526.0,230.87,C1949097464,10161217.08,10162512.21,0,0
205,CASH_OUT,142166.72,C1887472895,3394.0,0.0,C1748324309,372992.66,515159.38,0,0
157,PAYMENT,14567.03,C278748564,60016.0,45448.97,M1559678354,0.0,0.0,0,0
451,PAYMENT,4466.64,C869416844,40629.0,36162.36,M825911647,0.0,0.0,0,0
371,PAYMENT,14668.45,C1256381168,0.0,0.0,M1814043506,0.0,0.0,0,0
252,CASH_OUT,287210.42,C2116388110,0.0,0.0,C1890060906,2477740.59,3104583.87,0,0
231,CASH_OUT,130881.54,C1480725297,1789.0,0.0,C1651625213,2881287.4,3012168.94,0,0
235,CASH_OUT,212679.94,C1517515455,53381.0,0.0,C1471751820,2086711.91,2299391.85,0,0
331,CASH_OUT,161859.16,C1806063410,161859.16,0.0,C278197109,0.0,161859.16,1,0
3,CASH_OUT,10539.37,C1984954272,10539.37,0.0,C124540047,0.0,10539.37,1,0
12,CASH_OUT,700298.68,C2131095891,672569.0,0.0,C323093282,202311.0,669718.62,0,0
117,CASH_OUT,1761021.33,C1485024283,1761021.33,0.0,C1222847172,9967.28,1770988.61,1,0
279,CASH_OUT,234730.69,C605931043,1459.0,0.0,C96445483,978317.17,1213047.87,0,0
355,CASH_OUT,60263.55,C1679868198,0.0,0.0,C106038668,117466.9,177730.46,0,0
282,CASH_OUT,140523.4,C463234181,140523.4,0.0,C1418628619,25108.13,165631.53,1,0
325,TRANSFER,102204.9,C1848569308,0.0,0.0,C1439008571,259796.02,362000.92,0,0
329,CASH_IN,3128.31,C1790671986,24632.0,27760.31,C716571566,786427.94,783299.64,0,0
403,TRANSFER,207278.95,C1638041075,188333.95,0.0,C1328070717,296804.27,504083.22,0,0
398,CASH_OUT,55247.48,C355084897,55247.48,0.0,C1980653895,11215285.22,11270532.7,1,0
278,PAYMENT,7845.11,C552578541,30692.0,22846.89,M1499286731,0.0,0.0,0,0
210,CASH_IN,159085.88,C130958652,41224.0,200309.88,C1802164390,848598.92,689513.04,0,0
428,CASH_IN,12387.6,C1137822450,3646705.41,3659093.01,C408482446,2818878.49,2806490.89,0,0
328,CASH_OUT,14386.9,C661917379,0.0,0.0,C638263540,376090.23,390477.13,0,0
132,CASH_OUT,1032.06,C1976518095,30517.0,29484.94,C1088668225,8312.71,9344.77,0,0
332,PAYMENT,7777.34,C899494905,0.0,0.0,M119955214,0.0,0.0,0,0
183,TRANSFER,1503297.45,C1611595121,1503297.45,0.0,C739347171,0.0,0.0,1,0
299,CASH_OUT,12046.08,C1720925483,0.0,0.0,C343405025,2863059.24,2875105.32,0,0
284,CASH_OUT,75309.1,C405167746,0.0,0.0,C1367504779,1512970.21,1588279.31,0,0
452,TRANSFER,63262.94,C1275005774,63262.94,0.0,C1128985646,0.0,0.0,1,0
304,CASH_IN,43674.34,C540754353,2160893.63,2204567.97,C1896976608,68336.88,24662.54,0,0
251,CASH_OUT,247862.7,C157731256,0.0,0.0,C1858037015,824620.48,1072483.19,0,0
328,TRANSFER,641111.61,C1443290514,0.0,0.0,C528426887,871036.24,1512147.85,0,0
694,TRANSFER,292815.44,C4952914,292815.44,0.0,C902467451,0.0,0.0,1,0
373,CASH_OUT,141068.19,C1274091004,60787.0,0.0,C1911470644,582146.05,723214.24,0,0
38,CASH_OUT,296405.72,C2017266327,0.0,0.0,C625088521,1593895.8,1694477.41,0,0
209,CASH_OUT,191155.65,C1169038753,0.0,0.0,C69504081,299681.27,490836.92,0,0
97,CASH_IN,134620.8,C502640726,5844406.95,5979027.75,C1857968630,317126.18,182505.38,0,0
305,TRANSFER,6195870.64,C1797064824,231.0,0.0,C2047642730,132491.82,6328362.45,0,0
44,PAYMENT,1325.19,C1776816614,107914.0,106588.81,M500829033,0.0,0.0,0,0
464,TRANSFER,86111.65,C2018450953,86111.65,0.0,C1122913595,0.0,0.0,1,0
401,CASH_OUT,183571.95,C1010623018,0.0,0.0,C422352700,337290.23,520862.18,0,0
136,PAYMENT,377.98,C336646253,0.0,0.0,M1630519363,0.0,0.0,0,0
19,CASH_OUT,202822.84,C941196031,0.0,0.0,C1606212090,236806.21,229349.24,0,0
412,TRANSFER,571163.03,C250523545,571163.03,0.0,C1652699189,0.0,0.0,1,0
38,PAYMENT,9189.62,C790026051,103034.6,93844.98,M1624050100,0.0,0.0,0,0
228,CASH_OUT,317364.86,C1047741519,276698.0,0.0,C1461470685,290905.44,608270.3,0,0
44,CASH_OUT,58702.68,C934928429,0.0,0.0,C1104663247,191271.22,249973.89,0,0
396,PAYMENT,34584.05,C1837644332,150481.72,115897.66,M551716517,0.0,0.0,0,0
602,CASH_OUT,1976666.45,C286962871,1976666.45,0.0,C1066958378,0.0,1976666.45,1,0
14,CASH_OUT,163115.52,C1873432037,51392.0,0.0,C1509004695,0.0,222010.79,0,0
699,CASH_OUT,62372.43,C1915659563,62372.43,0.0,C421781202,1195387.47,1257759.9,1,0
305,CASH_IN,229415.99,C2127978106,6905841.84,7135257.83,C1538528327,1709735.26,1480319.27,0,0
187,CASH_IN,126298.21,C183102614,30.0,126328.21,C1375443971,0.0,0.0,0,0
17,CASH_OUT,430365.15,C638204588,50555.0,0.0,C1487827995,180060.94,610426.09,0,0
70,CASH_OUT,167067.78,C1636013570,167067.78,0.0,C2066003164,169160.19,336227.97,1,0
353,CASH_OUT,62986.59,C1288082211,0.0,0.0,C1837471455,1126925.12,1189911.7,0,0
203,CASH_OUT,88981.51,C124377150,10696.0,0.0,C939528146,0.0,88981.51,0,0
514,TRANSFER,3551771.18,C1210787759,3551771.18,0.0,C149454749,0.0,0.0,1,0
283,CASH_OUT,333942.51,C1672871870,8785.0,0.0,C1738740188,529482.04,863424.54,0,0
588,TRANSFER,1064425.7,C875659264,1064425.7,0.0,C656468700,0.0,0.0,1,0
742,CASH_OUT,4009058.39,C1970706589,4009058.39,0.0,C637394241,1229761.96,5238820.34,1,0
322,CASH_IN,10603.36,C156413266,1357492.49,1368095.85,C1096862220,865280.44,854677.08,0,0
256,CASH_OUT,326137.89,C1312709528,0.0,0.0,C1138914359,868149.71,1194287.6,0,0
250,CASH_OUT,82129.27,C1926118545,0.0,0.0,C396022725,1161276.46,1243405.73,0,0
185,CASH_OUT,223203.66,C171435881,20135.0,0.0,C1408588829,4239973.18,4463176.84,0,0
129,PAYMENT,6766.29,C841078666,56636.0,49869.71,M552399766,0.0,0.0,0,0
154,PAYMENT,18310.08,C607308403,1032.0,0.0,M858284317,0.0,0.0,0,0
180,CASH_OUT,11230.3,C408606941,516328.0,505097.7,C1698124134,307901.44,319131.74,0,0
279,CASH_OUT,279993.03,C1558234184,0.0,0.0,C1833231741,976646.65,1256639.68,0,0
178,CASH_OUT,272094.41,C1066230210,0.0,0.0,C744742086,295372.99,567467.4,0,0
39,PAYMENT,9380.39,C703339272,503109.47,493729.08,M280144290,0.0,0.0,0,0
530,CASH_OUT,387773.97,C85776880,387773.97,0.0,C36414271,34606.86,422380.83,1,0
309,PAYMENT,2038.97,C1602676087,97442.04,95403.07,M529150266,0.0,0.0,0,0
381,CASH_OUT,156985.66,C1827491015,358.0,0.0,C252698018,139742.0,296727.66,0,0
308,PAYMENT,8835.08,C1329485097,288067.41,279232.34,M477302941,0.0,0.0,0,0
544,PAYMENT,34768.61,C1889049030,135647.68,100879.07,M1392857155,0.0,0.0,0,0
401,PAYMENT,10401.19,C1716751885,0.0,0.0,M443550575,0.0,0.0,0,0
36,CASH_IN,88656.7,C2060560761,15583.0,104239.7,C638637245,1037167.47,948510.76,0,0
12,CASH_IN,118519.17,C1409508447,12550300.12,12668819.3,C259764192,315506.0,451939.9,0,0
14,CASH_IN,139230.54,C1344403260,9990.0,149220.54,C653171433,724106.93,1132841.63,0,0
164,CASH_IN,180713.12,C1455682848,3441354.89,3622068.01,C387953921,785765.22,605052.1,0,0
189,CASH_OUT,121389.52,C1718475006,0.0,0.0,C1182316677,2876294.36,2997683.87,0,0
